Barcode,Description ,Price,Remarks,UPC
8904083522737,24 Mantra - Turmeric Powder Organic 1 lb,$5.49,,
8904083500872,24 Mantra - Turmeric Powder Organic 3.5 oz,$2.49,,
8904083512325,24 Mantra - Turmeric Powder Organic 7 oz,$3.99,,
8904083512394,24 Mantra - White Sesame Organic 7 oz,$3.99,,
8904083512387,24 Mantra - Whole Chilly Organic 7 oz,$4.99,,
8904083519348,24 Mantra - Ajwain 8 oz,$5.99,,
8904083519362,24 Mantra - Chili Powder 8oz,$3.99,,
8904083519379,24 Mantra - Coriander Powder Organic 8 oz,$3.99,,
8904083519331,24 Mantra - Coriander Seeds 5 oz,$3.49,,
8904083519393,24 Mantra - Cumin Powder 10 oz,$4.49,,
8904083519423,24 Mantra - Curry Powder 10 oz,$7.49,,
8904083519355,24 Mantra - Fennel Seeds Organic 8 oz,$4.99,,
8904083519461,24 Mantra - Fenugreek (methi) seeds Organic 12 oz,$5.99,,
8904083519430,24 Mantra - Garam Masala Powder 10 oz,$8.99,,
8904083519386,24 Mantra - Ginger Powder 8 oz,$5.49,,
8904083519478,24 Mantra - Mustard Small Organic 12 oz,$3.99,,
8904083519416,24 Mantra - Rasam Powder Organic 10 oz,$5.49,,
8904083524892,24 Mantra - Red chili flakes 6oz,$5.49,,
8904083519409,24 Mantra - Sambar Powder 10 oz,$4.99,,
8904083519447,24 Mantra - Turmeric Powder 11 oz,$3.99,,
8904083519454,24 Mantra - White Sesame Organic 12 oz,$5.49,,
8904083510598,24 Mantra - Sulphur Less Sugar 2Lb,$4.49,,
8904083510482,24 Mantra - Organic Sugar 2Lb,$4.49,,
8904083522683,24 Mantra - Organic Sugar 4 Lb,$6.99,,
8904083524878,24 Mantra - Coconut Sugar 1.1Lb,$8.99,,
8904083524861,24 Mantra - Palm Jaggery 1.1Lb,$8.99,,
8904083506874,24 Mantra - Jaggery Cubes 1Lb,$3.49,,
8904083500452,24 Mantra - Jaggery Cubes 2Lb,$4.99,,
8904083512462,24 Mantra - Jaggery Powder Organic 1Lb,$3.99,,
8904083518860,24 Mantra - Jaggery Powder Organic 2Lb,$5.49,,
8904083520320,24 Mantra - Grass Fed Org Ghee 14 oz,$15.99,,
8904083501053,24 Mantra - Organic Sesame Oil 33 oz,$17.99,,
8904083506003,24 Mantra - Organic Sunflower Oil 33 oz,$9.99,,
8904083505983,24 Mantra - Organic Mustard Oil 33.8 oz,$8.99,,
8904083505945,24 Mantra - Organic Peanut Oil 33.8 oz,$10.49,,
8904083501060,24 Mantra - Organic Safflower Oil 33.8 oz,$10.49,,
8904083525431, 24 Mantra - Organic Sunflower Oil 2 Lt ,$16.99,,
8904083512691,24 Mantra - Assam Tea 3.5 oz,$3.49,,
8904083512738,24 Mantra - Green Tea 3.5 oz,$3.99,,
8904083512738,24 Mantra - Green Tea 3.5 oz,$4.99,,
8904083512998,24 Mantra - Tulsi Green Tea 1.75 oz,$2.99,,
8904083513001,24 Mantra - Tulsi Ginger Tea 1.75 oz,$2.99,,
8904083500353,24 Mantra - Organic Assam Tea Bags 1.75oz,$3.49,,
8904083500353,24 Mantra - Organic Assam Tea Bags 1.75oz,$3.49,,
8904083517665,24 Mantra - Organic Tulsi Green Tea Bags 1.32 oz,$3.99,,
8904083517672,24 Mantra - Organic Tulsi Tea Bags 1.32oz,$3.99,,
8904083517658,24 Mantra - Organic Green Tea Bags 1.32oz,$3.99,,
8904083510000,24 Mantra - Tulsi Ginger Tea Bags 1.32oz,$3.99,,
8904083521808,24 Mantra - Tulsi Ginger Turmeric Tea Bags 1.32 Oz,$3.99,,
8904083522768,24 Mantra - Tulsi Ginger Tea 1lb,$7.99,,
8904083522744,24 Mantra - Assam Tea 1lb,$9.99,,
8904083512455,24 Mantra - Cashew Whole Organic 7oz,$8.49,,
8904083510451,24 Mantra - Ginger Garlic Paste 10 oz,$5.99,,
8904083510574,24 Mantra - Garlic Paste 10 oz,$5.99,,
8904083512011,24 Mantra - Ginger Paste 10 oz,$5.99,,
8904083510284,24 Mantra - Tandoori Spice Blend 22g,$1.99,,
8904083510277,24 Mantra - Chicken Curry Spice Blend 27g,$1.99,,
8904083510307,24 Mantra - Chickpea Spice Blend 24g,$1.99,,
8904083510291,24 Mantra - Biryani Spice Blend 24g,$1.99,,
8904083518815,24 Mantra - Organic Millet Dosa 216g Ethnic ,$2.99,,
8904083519805,24 Mantra - Organic Biryani 200g Ethnic,$3.99,,
8904083518839,24 Mantra - Organic Kanda Poha (RTC) 200g ,$2.99,,
8904083518822,24 Mantra - Organic Ragi Idli 216g,$2.99,,
8904083518846,24 Mantra - Organic Gojji Avalakki 200g,$2.99,,
8904083524793,24 Mantra - RTC Savory Rice Flakes 5.3 oz,$2.99,,
8904083510123,24 Mantra - RTC Tangy Rice Pilaf(Gojji Avalakki) 5.3 oz,$2.99,,
8904083510086,24 Mantra - RTC Rice and Mung Bean Medley 5.3oz,$2.99,,
8904083524786,24 Mantra - RTC Quinoa Pilaf 5.3 oz,$2.99,,
8904083510093,24 Mantra - RTC Biryani Pilaf 5.3 oz,$3.99,,
8904083524748,24 Mantra - RTC Five Lentil Soup 5.3 Oz,$2.99,,
8904083516460,24 Mantra - Barnyard Millet Organic 1 lb,$4.49,,
8904083516439,24 Mantra - Foxtail Millet Organic 1.1 lb,$4.49,,
8904083516446,24 Mantra - Kodo Millet Organic 1.1 lb,$4.49,,
8904083516453,24 Mantra - Little Millet Organic 1.1 lb,$4.49,,
8904083516668,24 Mantra - Mixed Millet Organic 1.1 lb,$4.49,,
8904083524076,24 Mantra - Pearled Barnyard Millet Organic 2.2lb,$6.49,,
8904083524069,24 Mantra - Pearled Foxtail Millet Organic 2.2 lb,$6.49,,
8904083524090,24 Mantra - Pearled Kodo Millet Organic 2.2 lb,$6.49,,
8904083524083,24 Mantra - Pearled Little Millet Organic 2.2 lb,$6.49,,
8904083524113,24 Mantra - Pearled Mixed Millet Organic 2.2 lb,$6.49,,
8904083509455,24 Mantra - Organic Kesar Mango Pulp Cans 850g,$6.49,,
8904083510611,24 Mantra - Peanut bar 24 Mantra Organic 1.16oz,$0.79,,
8904083510628,24 Mantra - Sesame bar 24 Mantra Organic 1.16oz,$0.79,,
8904083510055,24 Mantra - Moringa Powder 3.17 Oz,$3.99,,
8904083524656,24 Mantra - Moringa Powder 150g,$5.49,,
8904083519294,24 Mantra - Organic Wheat Grass Powder 3.17 Oz,$4.49,,
8904083508700,24 Mantra - Mouth Freshener Regular 3.5 Oz,$3.49,,
8904083516514,24 Mantra - Spicy Sattu Drink Organic 1.1 lb,$4.49,,
8904083516521,24 Mantra - Multigrain Sattu Drink Organic 1.1 lb,$4.49,,
8904083516507,24 Mantra - Sweet Sattu Drink Organic 1.1 lb,$4.49,,
8904083523307,24 Mantra - Roasted Chana Snack (Plain) 10 Oz,$3.99,,
8904083523604,24 Mantra - Roasted Chana Snack (Turmeric) 10 Oz,$3.99,,
8904083523703,24 Mantra - Roasted Chana Snack (Masala) 10 Oz,$3.99,,
8904083523406,24 Mantra - Roasted Chana Snack (Salted) 10 Oz,$3.99,,
8904083502685,24 Mantra - Mango Jam Organic 12.35Oz ,$3.99,,
8904083502777,24 Mantra - Strawberry Jam Organic 12.35Oz (350G),$3.99,,
8904083502692,24 Mantra - Mixed Fruit Jam Organic 12.35Oz (350G),$3.99,,
8904083525615,24 Mantra - Fusilli Pasta Organic 400g,$3.49,,
8904083525622,24 Mantra - Macaroni Pasta Organic 400g,$3.49,,
8904083503187,24 Mantra - Mango Avakaya Pickle (with garlic) 300gm,$4.49,,
8904083503156,24 Mantra - Mango Avakaya Pickle (without garlic) 300g,$4.49,,
8904083524663,24 Mantra - Gongura Pickle 300g,$4.49,,
8904083503385,24 Mantra - Tomato Pickle 300g,$4.49,,
8904083503101,24 Mantra - Lemon Pickle 300g,$4.49,,
8904083516132,Fyve Elements - Murukulu 200g,$3.29,,
8904083523185,Fyve Elements - Spicy Chakkidalu 200g,$3.29,,
8904083523543,Fyve Elements - Karapusa 200g,$3.29,,
8904083523192,Fyve Elements - Chekkalu (Thattai) 200g,$3.29,,
8904083523642,Fyve Elements - Mixture 200g,$3.29,,
8904083523871,Fyve Elements - Ribbon Pakoda 200g,$3.29,,
8904083523628,Fyve Elements - Spicy Corn Flakes 200g,$2.99,,
8904083523949,Fyve Elements - Spicy Boondi 200g,$2.99,,
8904083525578,Fyve Elements - Peanut Chikki (Cardamom) 160g,$2.49,,
